EmployeeNumber,Attrition,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
361,0,38,1327,2,2,4,1,39,2,2,4,19682,3,0,18,3,4,1,13,0,3,8,7,7,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
362,0,32,128,2,1,4,1,84,2,2,1,19737,4,0,13,3,4,0,9,5,3,6,2,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
363,0,46,488,2,3,3,0,75,1,4,2,14977,3,1,12,3,2,1,28,2,2,7,7,7,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
364,1,28,529,2,4,1,1,79,3,1,3,14935,2,0,11,3,3,0,5,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
366,0,29,1210,2,3,1,1,78,2,2,2,3687,2,0,19,3,2,2,10,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
367,0,31,1463,23,3,2,1,64,2,2,4,14408,0,0,21,4,2,1,10,2,3,9,0,7,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
369,0,25,675,5,2,2,1,85,4,2,1,18384,1,0,12,3,4,2,6,2,3,6,3,1,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
372,0,45,1385,20,2,3,1,79,3,4,4,7501,0,1,14,3,2,0,21,2,3,20,7,4,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
373,0,36,1403,6,3,4,1,47,3,1,4,20251,0,0,11,3,3,1,16,4,3,15,13,10,11,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
374,0,55,452,1,3,4,1,81,3,5,1,18938,0,1,14,3,3,0,37,2,3,36,10,4,13,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
376,1,47,666,29,4,1,1,88,3,3,2,10268,1,1,12,3,4,1,10,2,2,10,7,9,9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
377,0,28,1158,9,3,4,1,94,3,1,4,2613,1,0,23,4,4,1,5,3,2,5,2,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
378,0,37,228,6,4,3,1,98,3,2,4,22825,4,0,14,3,2,1,7,5,4,5,4,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
379,0,21,996,3,2,4,1,100,2,1,3,10531,1,0,17,3,1,0,3,4,4,3,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
380,0,37,728,1,4,1,0,80,3,3,4,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
381,0,35,1315,22,3,2,0,71,4,3,2,19100,7,0,18,3,2,1,10,6,2,7,7,6,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
382,0,38,322,7,2,1,0,44,4,2,1,19191,1,1,24,4,3,1,8,3,3,8,0,7,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
384,0,26,1479,1,3,3,0,84,3,2,2,26767,1,0,20,4,1,1,6,6,1,6,5,1,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
385,0,50,797,4,1,1,1,96,3,5,2,15815,3,0,14,3,1,2,28,4,2,10,4,1,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
386,0,53,1070,3,4,3,1,45,3,4,3,21016,3,1,16,3,4,3,21,5,2,5,3,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
387,0,42,635,1,1,2,1,99,3,2,3,24532,1,0,25,4,3,0,20,3,3,20,16,11,6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
388,0,29,442,2,2,2,1,44,3,2,4,20260,1,0,18,3,1,0,10,3,2,10,7,0,9,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
389,0,55,147,20,2,2,1,37,3,2,4,15972,3,1,19,3,4,1,12,4,3,10,7,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
390,0,26,496,11,2,1,1,60,3,2,1,22722,1,1,13,3,3,1,5,3,3,5,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
391,0,37,1372,1,3,4,0,42,3,1,4,15881,1,0,12,3,2,0,17,3,3,17,12,5,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
392,1,44,920,24,3,4,1,43,3,1,3,19920,3,1,22,4,4,1,19,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
393,0,38,688,23,4,4,1,82,3,2,4,18899,9,0,14,3,2,1,10,2,3,2,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
394,1,26,1449,16,4,1,1,45,3,1,2,14180,2,1,13,3,4,1,5,2,3,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
395,0,28,1117,8,2,4,0,66,3,1,4,4488,1,0,21,4,4,0,5,3,3,5,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
396,0,49,636,10,4,3,0,35,3,5,1,25594,9,1,11,3,4,0,22,4,3,3,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
397,0,36,506,3,3,3,1,30,3,2,2,26285,4,0,12,3,4,0,10,2,3,8,0,7,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
399,0,31,444,5,3,4,0,84,3,1,2,3909,1,0,11,3,3,1,2,5,2,2,2,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
401,1,26,950,4,4,4,1,48,2,2,4,8450,1,1,12,3,2,0,8,0,3,8,7,7,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
403,0,37,889,9,3,2,1,53,3,1,4,11411,1,1,12,3,3,3,4,3,2,4,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
404,0,42,555,26,3,3,0,77,3,4,2,14864,5,0,14,3,4,1,23,2,4,20,4,4,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
405,1,18,230,3,3,3,1,54,3,1,3,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
406,0,35,1232,16,3,3,1,96,3,3,2,5100,0,0,15,3,3,2,12,3,2,11,9,6,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
407,0,36,566,18,4,3,1,81,4,1,4,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
408,0,51,1302,2,3,4,1,84,1,2,2,16321,5,0,18,3,4,1,13,3,3,4,1,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
410,0,41,334,2,4,4,1,88,3,4,2,15896,1,0,19,3,2,0,22,2,3,22,10,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
411,0,18,812,10,3,4,0,69,2,1,3,9724,1,0,12,3,1,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
412,0,28,1476,16,2,2,1,68,4,2,1,4824,0,0,19,3,3,0,9,2,3,8,3,0,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
416,0,31,218,7,3,2,1,100,4,2,4,12241,4,0,11,3,2,1,10,3,2,8,7,7,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
417,0,39,1132,1,3,3,1,48,4,3,4,10942,0,0,17,3,1,3,19,5,2,18,10,3,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
419,0,36,1105,24,4,2,0,47,3,2,2,6927,7,0,15,3,3,1,11,3,3,9,8,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
420,0,32,906,7,3,4,1,91,2,2,3,16985,1,0,14,3,3,1,13,3,2,13,8,4,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
421,0,38,849,25,2,1,0,81,2,3,2,26707,3,0,17,3,3,1,19,2,3,10,8,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
422,0,58,390,1,4,4,1,32,1,2,3,17056,2,1,13,3,4,1,12,2,3,5,3,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
423,0,31,691,5,4,3,1,86,3,1,4,10077,0,1,12,3,3,1,6,4,3,5,2,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
424,0,31,106,2,3,1,1,62,2,2,1,17822,3,0,12,3,4,0,9,1,3,2,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
425,0,45,1249,7,3,1,1,97,3,3,1,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
426,0,31,192,2,4,3,1,32,3,1,4,7747,0,1,18,3,2,1,3,2,1,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
428,0,33,553,5,4,4,0,74,3,3,2,23364,6,0,11,3,2,2,12,2,3,10,6,8,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
429,0,39,117,10,1,3,1,99,3,4,1,5355,1,1,14,3,4,0,21,3,3,21,9,11,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
430,0,43,185,10,4,3,0,33,3,1,4,10675,0,0,19,3,1,0,9,5,3,8,7,1,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
431,0,49,1091,1,2,3,0,90,2,4,3,17810,7,1,12,3,4,0,25,2,3,7,1,0,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
433,1,52,723,8,4,3,1,85,2,2,2,17747,2,0,15,3,1,0,11,3,2,8,2,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
434,0,27,1220,5,3,3,0,85,3,1,2,20938,1,1,12,3,2,0,4,2,2,4,3,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
436,0,32,588,8,2,3,0,65,2,2,2,24624,1,1,11,3,4,0,13,2,3,13,12,11,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
437,0,27,1377,2,3,4,1,74,3,2,3,5242,1,1,11,3,1,0,5,3,3,5,4,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
438,0,31,691,7,3,4,1,73,3,2,4,7143,4,0,12,3,4,3,13,3,3,7,7,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
439,0,32,1018,2,4,1,0,74,4,2,4,10557,7,0,16,3,3,0,10,0,2,7,7,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
440,1,28,1157,2,4,1,1,84,1,1,4,24737,5,1,13,3,4,0,5,4,2,3,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
441,0,30,1275,28,2,4,0,64,3,2,4,11934,1,0,13,3,4,2,11,2,3,10,8,1,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
442,0,31,798,7,2,3,0,48,2,3,3,14034,1,0,24,4,1,1,10,2,3,10,9,8,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
444,0,39,672,7,2,3,1,54,2,5,4,21141,1,0,15,3,1,1,21,2,3,21,9,13,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
445,1,39,1162,3,2,4,0,41,3,2,3,17778,4,1,18,3,1,0,12,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
446,0,33,508,10,3,2,1,46,2,2,4,4317,3,0,14,3,3,0,9,6,2,7,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
447,0,47,1482,5,5,4,1,42,3,5,3,16375,4,0,11,3,2,1,21,2,3,3,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
448,0,43,559,10,4,3,0,82,2,2,3,6227,1,0,11,3,2,1,9,3,4,9,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
449,0,27,210,1,1,3,1,73,3,2,2,22107,0,1,13,3,4,1,6,0,3,5,4,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
450,0,54,928,20,4,4,0,31,3,2,3,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
451,0,43,1001,7,3,3,0,43,3,3,1,9262,8,0,16,3,1,1,10,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
452,0,45,549,8,4,4,1,75,3,2,4,9278,9,0,14,3,1,2,12,3,3,10,9,9,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
453,0,40,1124,1,2,2,1,57,1,2,4,13273,2,1,22,4,3,3,6,2,2,4,3,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
454,1,29,318,8,4,2,1,77,1,1,1,4759,1,1,11,3,4,0,7,4,2,7,7,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
455,0,29,738,9,5,2,1,30,2,1,4,7621,0,0,17,3,3,0,4,2,3,3,2,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
456,0,30,570,5,3,4,0,30,2,2,3,5431,1,0,13,3,3,3,10,2,3,10,9,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
458,0,27,1130,8,4,2,0,56,3,2,2,3415,1,0,18,3,1,1,8,3,3,8,7,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
460,0,37,1192,5,2,4,1,61,3,2,4,23177,7,0,16,3,3,2,8,2,2,6,2,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
461,0,38,343,15,2,3,1,92,2,3,4,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
462,0,31,1232,7,4,3,0,39,3,3,4,25713,1,1,14,3,3,0,11,2,2,11,9,4,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
463,0,29,144,10,1,4,0,39,2,2,2,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
464,0,35,1296,5,4,3,1,62,3,3,2,18264,0,0,13,3,4,0,17,5,3,16,6,0,13,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
465,0,23,1309,26,1,3,1,83,3,1,4,16092,1,0,12,3,3,2,4,2,2,4,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
466,0,41,483,6,3,4,1,95,2,2,2,10110,6,1,15,3,4,0,8,3,3,5,4,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
467,0,47,1309,4,1,2,1,99,3,2,3,25751,3,0,19,3,1,0,5,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
468,0,42,810,23,5,1,0,44,3,4,4,15901,2,0,14,3,2,0,16,2,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
469,0,29,746,2,3,4,1,61,3,2,3,16928,1,0,14,3,1,1,4,3,2,4,3,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
470,0,42,544,2,1,3,1,52,3,1,3,24017,0,1,11,3,3,1,4,5,3,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
471,0,32,1062,2,3,3,0,75,3,1,2,3956,1,0,13,3,3,1,8,4,3,8,0,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
473,0,48,530,29,1,1,0,91,3,3,3,23978,3,0,21,4,2,1,15,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
474,0,37,1319,6,3,3,1,51,4,2,1,17001,4,1,13,3,1,2,13,2,3,7,7,6,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
475,0,30,641,25,2,4,0,85,3,2,3,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
476,0,26,933,1,3,3,1,57,3,2,3,20156,1,0,17,3,2,1,8,3,3,8,7,7,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
477,0,42,1332,2,4,1,1,98,2,2,4,17078,3,0,23,4,2,0,14,6,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
478,1,21,756,1,1,1,0,99,2,1,2,9150,1,1,11,3,3,0,3,3,3,3,2,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
479,0,36,845,1,5,4,0,45,3,2,4,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
481,0,36,541,3,4,1,1,48,2,3,4,7246,4,0,11,3,1,1,16,2,3,13,9,1,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
482,0,57,593,1,4,4,1,88,3,2,3,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
483,0,40,1171,10,4,4,0,46,4,1,3,22495,3,1,13,3,3,1,10,3,3,7,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
484,0,21,895,9,2,1,1,39,3,1,4,2851,1,0,24,4,3,0,3,3,2,3,2,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
485,1,33,350,5,3,4,0,34,3,1,3,9150,1,1,13,3,2,0,1,2,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
486,0,37,921,10,3,3,0,98,3,1,1,17663,6,0,20,4,2,1,17,3,3,5,4,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
487,0,46,1144,7,4,3,0,30,3,2,3,16044,2,0,14,3,3,0,7,2,4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
488,1,41,143,4,3,1,1,56,3,2,2,9558,1,0,18,3,3,0,8,5,3,8,7,7,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
491,0,50,1046,10,3,4,1,100,2,3,4,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
492,1,40,575,22,2,3,1,68,2,2,3,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
493,0,31,408,9,4,3,1,42,2,1,2,7551,0,1,16,3,4,0,3,5,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
494,1,21,156,12,3,3,0,90,4,1,2,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
495,0,29,1283,23,3,4,1,54,3,1,4,18168,9,0,16,3,4,0,6,4,3,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
496,0,35,755,9,4,3,1,97,2,2,2,19394,9,0,19,3,3,0,10,5,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
497,0,27,1469,1,2,4,1,82,3,1,2,17881,1,0,11,3,2,1,5,2,3,5,2,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
498,0,28,304,9,4,2,1,92,3,2,4,20750,1,0,16,3,4,0,7,1,3,7,5,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
499,0,49,1261,7,3,2,1,31,2,3,3,12066,8,0,24,4,3,0,26,2,3,5,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
500,0,51,1178,14,2,3,0,87,3,2,4,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
501,0,36,329,2,3,4,0,96,3,1,3,11868,4,0,13,3,2,1,6,3,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
502,1,34,1362,19,3,1,1,67,4,2,4,4652,8,1,13,3,2,0,9,3,2,5,2,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
505,0,55,1311,2,3,3,0,97,3,4,4,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
507,0,24,1371,10,4,4,0,77,3,2,3,5915,1,1,12,3,4,1,5,2,4,5,2,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
508,0,30,202,2,1,3,1,72,3,1,2,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
510,1,26,575,3,1,3,1,73,3,1,1,6582,0,0,22,4,3,0,7,2,3,6,4,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
511,0,22,253,11,3,1,0,43,3,1,2,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
513,0,36,164,2,2,2,1,61,2,3,3,3809,1,0,13,3,2,2,10,2,3,10,9,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
514,1,30,464,4,3,3,1,40,3,1,4,3427,9,1,23,4,3,0,3,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
515,0,37,1107,14,3,4,0,95,3,1,1,26914,1,0,12,3,3,1,18,2,2,18,7,12,17,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
516,0,40,759,2,2,4,0,46,3,2,2,22553,7,0,12,3,3,2,8,5,3,5,4,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
517,0,42,201,1,4,2,0,95,3,1,1,20490,3,0,16,3,2,1,8,5,3,5,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
518,0,37,1305,10,4,3,1,49,3,2,2,21123,2,1,12,3,4,0,18,2,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
520,0,43,982,12,3,1,1,59,2,4,2,4345,1,0,11,3,3,1,25,3,3,25,10,3,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
521,0,40,555,2,3,2,0,78,2,2,3,13436,6,0,22,4,2,1,20,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
522,0,54,821,5,2,1,1,86,3,5,1,8509,4,0,11,3,3,1,24,4,2,4,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
523,0,34,1381,4,4,3,0,72,3,2,3,12740,9,0,15,3,1,1,6,3,3,3,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
